aX,aY,aZ,gX,gY,gZ
-0.398,0.877,-0.177,-3.906,9.644,19.104
-0.411,0.849,-0.151,-0.793,9.705,18.005
-0.420,0.834,-0.137,0.977,8.301,14.771
-0.423,0.833,-0.123,2.319,5.798,11.047
-0.434,0.847,-0.111,3.052,2.930,6.653
-0.431,0.865,-0.116,3.479,1.160,2.014
-0.434,0.890,-0.125,3.784,0.183,-1.892
-0.434,0.915,-0.129,3.723,-0.183,-3.845
-0.438,0.925,-0.132,2.014,0.793,-4.944
-0.439,0.924,-0.131,0.671,2.197,-4.822
-0.430,0.918,-0.127,0.000,1.587,-2.686
-0.417,0.897,-0.132,-1.892,0.000,-1.343
-0.403,0.874,-0.145,-3.967,-0.427,-1.709
-0.392,0.859,-0.143,-3.540,-0.671,-1.709
-0.385,0.856,-0.150,-1.709,-0.671,-1.709
-0.380,0.859,-0.165,-0.488,-1.221,-2.625
-0.378,0.868,-0.170,-0.671,-2.258,-3.540
-0.375,0.885,-0.176,-1.404,-2.686,-4.089
-0.380,0.899,-0.188,-1.526,-2.136,-3.845
-0.381,0.910,-0.194,-0.671,-1.404,-3.052
-0.379,0.918,-0.186,0.366,-0.366,-1.709
-0.380,0.920,-0.190,0.549,0.183,0.671
-0.383,0.903,-0.198,-0.305,0.610,3.235
-0.381,0.888,-0.192,-0.122,2.075,4.639
-0.379,0.877,-0.173,0.977,3.479,5.859
-0.389,0.866,-0.156,1.831,3.052,6.958
-0.395,0.863,-0.147,1.221,2.075,6.470
-0.405,0.874,-0.147,0.000,1.526,4.822
-0.409,0.882,-0.147,-0.610,0.488,3.845
-0.411,0.888,-0.150,-0.671,-0.610,2.747
-0.413,0.889,-0.160,-0.244,-0.549,2.197
-0.411,0.891,-0.171,0.000,1.465,2.319
-0.416,0.891,-0.161,0.366,3.357,2.380
-0.415,0.888,-0.151,1.160,4.272,2.380
-0.411,0.889,-0.149,1.343,4.395,2.319
-0.410,0.890,-0.153,0.793,3.296,1.648
-0.409,0.885,-0.159,-0.610,2.014,0.732
-0.406,0.886,-0.160,-0.977,1.587,0.610
-0.410,0.886,-0.157,-0.488,1.038,2.258
-0.410,0.877,-0.157,-1.160,0.061,4.089
-0.406,0.870,-0.160,-3.113,-0.793,4.822
-0.412,0.878,-0.148,-4.822,-1.770,5.188
-0.418,0.876,-0.145,-6.653,-2.686,5.371
-0.416,0.890,-0.137,-9.033,-4.028,5.737
-0.440,0.891,-0.138,-11.353,-7.263,6.836
-0.448,0.889,-0.145,-15.137,-10.803,7.751
-0.457,0.894,-0.155,-18.738,-12.451,6.531
-0.452,0.884,-0.168,-20.935,-14.343,3.601
-0.453,0.873,-0.182,-23.621,-18.372,1.648
-0.440,0.858,-0.192,-26.062,-21.240,0.244
-0.427,0.854,-0.217,-27.771,-20.874,-1.892
-0.416,0.856,-0.233,-28.381,-18.494,-1.892
-0.410,0.859,-0.239,-26.062,-15.198,-0.671
-0.403,0.861,-0.242,-23.071,-12.451,1.221
-0.396,0.859,-0.244,-20.386,-9.766,2.563
-0.390,0.868,-0.245,-18.677,-6.287,4.211
-0.391,0.876,-0.248,-16.846,-2.563,6.165
-0.406,0.871,-0.248,-15.747,0.549,7.202
-0.404,0.868,-0.253,-14.343,2.563,6.470
-0.407,0.874,-0.251,-12.146,3.296,5.371
-0.402,0.868,-0.246,-8.972,2.991,4.089
-0.395,0.864,-0.245,-6.104,2.686,2.869
-0.386,0.861,-0.242,-3.540,2.441,2.258
-0.383,0.854,-0.245,-2.136,2.747,1.404
-0.379,0.847,-0.246,-1.160,3.723,0.671
-0.377,0.838,-0.243,-0.977,4.822,1.526
-0.380,0.834,-0.239,-0.610,5.981,2.197
-0.388,0.835,-0.233,-0.122,7.385,2.563

-0.848,1.574,-0.609,-62.256,-50.903,-3.357
-0.870,1.641,-0.671,-72.815,-45.715,13.428
-0.892,1.705,-0.698,-82.336,-41.077,34.912
-0.915,1.826,-0.734,-95.520,-42.114,52.979
-0.945,1.961,-0.765,-117.004,-46.936,66.101
-1.033,2.062,-0.837,-145.935,-50.598,74.951
-1.063,2.163,-0.880,-173.218,-51.819,91.553
-1.022,2.206,-0.895,-195.190,-50.232,117.371
-0.950,2.189,-0.943,-220.642,-37.964,143.494
-0.865,2.177,-1.006,-253.601,-16.357,170.349
-0.853,2.120,-1.077,-290.222,5.371,196.899
-0.851,2.055,-1.162,-321.777,25.330,220.886
-0.817,1.999,-1.213,-342.834,42.419,244.263
-0.761,1.980,-1.212,-357.483,57.800,264.832
-0.734,1.939,-1.234,-376.282,76.416,279.419
-0.730,1.855,-1.234,-391.113,92.834,290.710
-0.651,1.768,-1.194,-399.048,107.422,299.255
-0.607,1.724,-1.145,-407.227,125.061,306.885
-0.611,1.638,-1.105,-415.283,140.991,314.636
-0.569,1.549,-1.085,-413.513,152.588,316.223
-0.544,1.521,-1.097,-411.987,160.400,316.040
-0.571,1.510,-1.142,-413.513,166.626,317.200
-0.574,1.558,-1.207,-417.908,170.288,316.956
-0.513,1.578,-1.252,-428.223,174.683,315.613
-0.439,1.556,-1.337,-448.547,183.960,314.453
-0.293,1.486,-1.311,-464.294,200.317,314.331
-0.099,1.380,-1.235,-470.215,226.379,313.965
0.081,1.240,-1.076,-464.600,262.451,312.805
0.277,1.124,-0.867,-442.932,302.856,309.326
0.440,1.044,-0.676,-411.987,339.783,302.856
0.557,1.042,-0.494,-381.714,362.366,300.659
0.709,1.051,-0.321,-356.262,372.070,302.673
0.857,1.068,-0.155,-341.858,372.742,305.969
0.938,1.019,0.029,-342.651,368.469,308.533
1.047,0.937,0.207,-343.079,360.046,310.364
1.216,0.849,0.380,-336.975,349.365,311.707
1.361,0.697,0.576,-328.064,339.355,310.791
1.482,0.487,0.724,-317.505,330.872,306.335
1.590,0.277,0.846,-302.795,318.420,295.288
1.729,0.131,0.967,-279.358,297.546,275.940
1.851,0.041,1.100,-249.451,273.071,252.319
1.915,-0.034,1.233,-220.947,248.047,228.271
1.868,-0.158,1.354,-198.975,220.581,201.782
1.890,-0.158,1.505,-195.374,184.082,171.875
1.738,-0.375,1.656,-196.533,137.085,149.658
1.682,-0.247,1.465,-180.420,110.840,121.338
1.515,-0.295,1.241,-150.818,103.699,122.864
1.399,-0.297,1.077,-120.300,96.008,111.206
1.142,-0.344,1.001,-112.000,86.304,84.839
0.857,-0.316,0.976,-110.657,72.388,55.725
0.538,-0.242,0.895,-106.262,59.143,37.659
0.268,-0.128,0.740,-99.915,46.631,30.334
-0.005,-0.013,0.575,-88.745,27.893,28.503
-0.139,0.074,0.392,-75.806,8.423,34.302
-0.081,0.114,0.252,-63.049,-3.357,44.434
0.080,0.043,0.262,-53.040,-4.578,54.993
0.214,-0.094,0.348,-46.814,2.991,62.561
0.354,-0.185,0.482,-32.349,12.024,63.904
0.508,-0.317,0.602,-19.287,20.630,56.091
0.676,-0.335,0.760,-13.062,22.949,45.349
0.779,-0.370,0.944,0.366,20.752,35.706
0.889,-0.386,1.074,16.235,18.311,30.457
0.956,-0.399,1.148,29.236,16.174,27.527
0.987,-0.392,1.150,33.813,12.634,21.729
1.005,-0.364,1.137,30.884,6.714,13.733
0.963,-0.391,1.166,22.766,-1.343,7.874
0.833,-0.439,1.189,13.855,-7.629,2.136
0.707,-0.470,1.177,12.756,-13.733,-1.648
0.587,-0.474,1.131,15.381,-20.386,-4.944
0.452,-0.469,1.021,14.832,-24.841,-9.827
0.329,-0.437,0.944,16.418,-29.480,-14.404
0.242,-0.387,0.886,19.897,-31.799,-16.785
0.206,-0.367,0.820,23.682,-29.663,-16.907
0.201,-0.373,0.776,27.771,-24.048,-15.625
0.195,-0.412,0.776,31.311,-15.930,-12.939
0.225,-0.433,0.776,33.081,-7.141,-10.254
0.197,-0.460,0.793,32.410,-0.427,-8.789
0.173,-0.460,0.806,31.250,2.563,-6.653
0.180,-0.462,0.808,29.419,1.648,-3.479
0.197,-0.484,0.815,24.597,-1.160,-2.075
0.215,-0.518,0.845,20.935,-2.991,-1.038
0.228,-0.543,0.864,19.409,-4.211,1.831
0.247,-0.559,0.877,18.921,-5.798,3.662
0.267,-0.559,0.875,19.104,-7.263,3.174
0.293,-0.535,0.866,19.714,-8.301,1.648
0.305,-0.501,0.849,18.555,-7.935,-0.122
0.294,-0.481,0.847,16.052,-6.592,-1.953
0.284,-0.474,0.847,14.099,-5.737,-2.747
0.278,-0.473,0.845,13.489,-5.432,-2.991
0.262,-0.476,0.840,12.085,-5.249,-3.052
0.242,-0.498,0.832,10.681,-4.456,-3.723
0.229,-0.514,0.833,11.536,-3.601,-4.517
0.198,-0.534,0.844,13.672,-2.319,-5.920
0.157,-0.538,0.838,16.602,-1.587,-6.653
0.125,-0.515,0.820,19.775,-2.258,-5.615
0.118,-0.498,0.784,21.057,-4.272,-3.723
0.128,-0.478,0.741,19.043,-6.287,-2.075
0.142,-0.480,0.712,15.747,-6.592,-0.549
0.187,-0.484,0.683,13.733,-4.456,1.099
0.250,-0.505,0.683,12.268,-0.549,2.991
0.295,-0.535,0.698,10.010,4.395,3.723
0.312,-0.564,0.727,7.751,8.972,4.028
0.322,-0.583,0.764,7.996,11.353,3.296
0.317,-0.605,0.797,8.850,12.146,1.526
0.328,-0.611,0.808,9.827,11.047,-0.244
0.335,-0.602,0.818,10.803,7.690,-2.014
0.344,-0.595,0.803,11.963,4.883,-2.930
0.353,-0.588,0.800,13.184,2.563,-4.028
0.357,-0.566,0.788,13.306,0.610,-4.333
0.344,-0.555,0.786,12.329,-1.343,-4.578
0.322,-0.564,0.782,10.986,-3.784,-5.066
0.328,-0.565,0.769,11.475,-6.104,-5.432
0.356,-0.573,0.750,12.695,-7.446,-6.348
0.380,-0.575,0.745,13.428,-6.897,-8.240
0.377,-0.576,0.748,13.000,-5.005,-10.681
0.357,-0.580,0.759,13.306,-2.991,-12.634
0.341,-0.583,0.764,15.137,-2.319,-13.550
0.347,-0.596,0.759,16.418,-2.747,-15.564
0.364,-0.617,0.754,17.517,-4.028,-18.982

0.538,-0.895,1.149,112.366,-20.142,-54.077
0.621,-0.894,1.116,119.690,-28.442,-69.946
0.682,-0.896,1.088,125.366,-36.255,-84.351
0.726,-0.917,1.069,129.517,-43.335,-97.229
0.755,-0.926,1.037,133.789,-48.157,-107.361
0.775,-0.953,1.018,140.442,-51.575,-116.760
0.788,-0.958,0.985,150.757,-55.786,-124.878
0.804,-0.971,0.948,164.551,-61.218,-132.690
0.807,-0.966,0.908,176.819,-68.420,-142.700
0.837,-0.976,0.868,185.242,-75.684,-153.748
0.845,-0.957,0.844,189.819,-81.543,-164.551
0.849,-0.919,0.787,186.218,-84.717,-176.819
0.820,-0.878,0.684,176.270,-86.487,-188.904
0.781,-0.846,0.612,164.734,-89.966,-204.041
0.760,-0.788,0.568,158.813,-92.834,-215.454
0.716,-0.747,0.541,156.616,-92.224,-225.708
0.644,-0.731,0.480,153.137,-88.196,-236.877
0.587,-0.704,0.411,153.076,-85.388,-247.498
0.533,-0.666,0.362,155.823,-86.731,-258.301
0.494,-0.624,0.331,159.302,-90.393,-269.836
0.448,-0.578,0.292,162.292,-94.055,-282.043
0.418,-0.531,0.261,163.757,-97.412,-294.861
0.389,-0.468,0.236,165.710,-99.976,-306.580
0.341,-0.408,0.217,166.687,-99.548,-318.176
0.295,-0.330,0.192,164.429,-97.473,-328.491
0.245,-0.262,0.187,163.086,-94.055,-336.670
0.185,-0.190,0.165,162.659,-89.722,-343.140
0.147,-0.120,0.136,163.025,-86.670,-347.107
0.107,-0.044,0.106,164.185,-85.449,-348.206
0.074,0.018,0.083,164.856,-84.106,-348.022
0.042,0.073,0.057,164.673,-82.153,-346.802
0.017,0.127,0.022,165.039,-79.956,-344.360
0.003,0.156,-0.010,165.833,-76.965,-340.637
-0.021,0.194,-0.024,166.931,-71.838,-337.463
-0.028,0.228,-0.036,169.067,-64.636,-335.327
-0.023,0.269,-0.048,171.936,-58.777,-334.290
-0.022,0.318,-0.056,173.828,-55.176,-334.534
-0.018,0.355,-0.054,174.988,-49.561,-336.914
-0.025,0.417,-0.064,175.842,-42.053,-341.614
-0.025,0.498,-0.076,175.049,-37.231,-346.313
-0.043,0.587,-0.072,174.988,-33.508,-348.022
-0.058,0.681,-0.066,172.363,-28.198,-348.022
-0.072,0.785,-0.044,170.959,-22.339,-347.778
-0.089,0.897,-0.007,170.227,-17.395,-349.731
-0.125,1.017,0.031,170.532,-13.672,-351.135
-0.160,1.153,0.070,168.091,-11.108,-348.145
-0.188,1.266,0.096,171.265,-9.583,-337.585
-0.227,1.332,0.119,179.077,-8.118,-322.144
-0.249,1.388,0.135,181.763,-7.629,-305.542
-0.265,1.438,0.139,179.565,-9.766,-290.161
-0.271,1.470,0.129,173.584,-13.306,-277.161
-0.287,1.462,0.092,163.025,-15.503,-265.991
-0.275,1.499,0.133,141.113,-15.198,-249.268
-0.257,1.554,0.135,131.409,-13.733,-224.060
-0.271,1.505,0.102,154.297,-7.751,-205.811
-0.263,1.432,0.088,170.898,3.845,-194.519
-0.216,1.486,0.133,164.001,12.146,-181.580
-0.242,1.519,0.162,160.400,15.869,-171.814
-0.268,1.532,0.184,153.137,19.958,-166.077
-0.271,1.529,0.182,146.973,25.818,-161.438
-0.275,1.501,0.194,146.790,30.518,-155.334
-0.280,1.457,0.208,150.940,37.048,-145.142
-0.285,1.412,0.234,158.752,47.424,-130.981
-0.285,1.361,0.270,168.945,59.692,-115.356
-0.266,1.309,0.319,176.208,72.021,-100.281
-0.278,1.307,0.371,181.519,83.191,-88.013
-0.318,1.314,0.434,184.631,92.346,-80.811
-0.464,1.602,0.534,186.462,101.807,-75.012
-1.217,3.092,0.699,178.650,102.539,-88.196
-3.380,4.000,2.074,133.118,56.641,-187.561
-2.062,4.000,1.596,62.622,40.894,-279.358
-0.456,3.734,1.036,46.997,31.250,-161.621
-0.067,2.833,1.026,278.381,-57.495,50.415
-0.398,2.144,0.713,353.088,-74.402,213.379
-0.410,1.385,0.116,236.389,-3.235,273.010
-0.476,1.192,0.328,191.467,41.626,247.131
-0.643,0.500,-0.045,258.179,55.176,170.044
-0.515,0.620,0.167,174.011,48.645,137.878
-0.458,0.555,0.197,111.755,53.040,143.005
-0.476,0.504,0.273,59.448,57.007,152.405
-0.377,0.443,0.304,11.963,55.054,146.179
-0.295,0.335,0.402,-24.841,54.749,125.977
-0.231,0.106,0.352,-77.637,66.284,102.905
-0.167,0.006,0.394,-124.207,80.444,88.440
-0.134,-0.030,0.396,-149.536,86.792,80.383
-0.135,-0.010,0.536,-162.354,87.524,70.496
-0.166,0.027,0.633,-173.950,90.332,58.044
-0.217,0.102,0.742,-166.321,87.463,45.105
-0.263,0.196,0.859,-136.658,77.087,33.081
-0.313,0.339,0.908,-88.379,62.561,21.851
-0.329,0.466,0.843,-31.006,42.969,8.240
-0.338,0.580,0.804,9.949,18.372,-8.057
-0.337,0.668,0.740,35.950,-3.845,-23.987
-0.343,0.713,0.651,55.481,-20.203,-34.973
-0.336,0.760,0.614,71.289,-31.006,-38.025
-0.339,0.814,0.595,82.336,-35.950,-37.598
-0.360,0.856,0.566,92.346,-34.851,-37.109
-0.420,0.877,0.591,104.919,-31.189,-35.950
-0.475,0.930,0.623,113.037,-26.794,-32.104
-0.511,0.932,0.580,106.750,-22.339,-25.208
-0.527,0.934,0.633,98.022,-19.470,-13.611
-0.528,0.874,0.587,84.167,-16.785,1.282
-0.511,0.825,0.582,81.604,-14.404,18.677
-0.493,0.770,0.584,81.299,-10.193,33.875
-0.496,0.719,0.569,73.792,-2.869,43.274
-0.496,0.652,0.569,67.078,2.014,46.936
-0.489,0.588,0.579,58.838,4.700,46.814
-0.488,0.527,0.594,49.255,5.798,44.556
-0.488,0.475,0.607,37.170,5.310,40.283
-0.475,0.422,0.619,25.208,3.357,34.058
-0.464,0.388,0.641,15.747,0.793,27.161
-0.455,0.375,0.664,8.301,-1.038,19.470
-0.446,0.384,0.690,1.587,-2.136,11.169
-0.446,0.408,0.718,-4.761,-3.540,2.197
-0.450,0.442,0.736,-9.277,-5.127,-5.493
-0.451,0.488,0.741,-11.414,-6.409,-11.414
-0.457,0.541,0.736,-11.169,-7.263,-14.465
-0.460,0.582,0.723,-7.996,-7.385,-14.282
-0.471,0.613,0.709,-4.517,-6.470,-11.597
