aX,aY,aZ,gX,gY,gZ
0.420,-0.508,0.668,15.015,-31.494,-10.071
0.354,-0.500,0.617,10.681,-26.001,-10.742
0.316,-0.485,0.578,7.568,-18.677,-11.108
0.284,-0.482,0.568,4.822,-9.583,-10.620
0.249,-0.478,0.600,4.333,-1.404,-9.827
0.215,-0.471,0.658,4.456,5.371,-8.118
0.190,-0.461,0.708,2.625,9.644,-5.981
0.185,-0.471,0.767,0.488,10.010,-3.662
0.201,-0.500,0.828,-0.305,7.629,-2.625
0.250,-0.502,0.857,0.488,4.822,-1.282
0.306,-0.483,0.865,2.136,1.526,0.244
0.358,-0.474,0.852,2.319,-0.183,0.244
0.383,-0.454,0.838,3.540,-0.122,0.000
0.392,-0.427,0.823,5.249,2.014,-0.366
0.403,-0.397,0.808,5.676,4.517,-1.099
0.405,-0.411,0.815,5.005,5.432,-1.953
0.387,-0.452,0.835,5.981,4.639,-2.197
0.376,-0.482,0.841,9.094,3.113,-2.136
0.369,-0.497,0.815,11.047,1.404,-2.625
0.356,-0.516,0.793,12.573,-0.977,-4.456
0.350,-0.533,0.775,14.648,-2.930,-6.470
0.342,-0.553,0.773,18.311,-4.639,-8.240
0.324,-0.564,0.758,22.217,-6.287,-9.888
0.317,-0.552,0.731,25.208,-9.033,-12.024
0.317,-0.529,0.708,26.611,-13.123,-13.489
0.313,-0.500,0.679,26.123,-16.968,-13.000
0.320,-0.480,0.649,24.109,-19.165,-9.888
0.331,-0.472,0.613,18.982,-19.104,-6.958
0.341,-0.487,0.589,12.695,-16.846,-4.395
0.346,-0.510,0.585,7.141,-11.597,-2.258
0.350,-0.550,0.604,3.235,-4.333,-0.916
0.354,-0.583,0.661,1.465,2.625,-1.404
0.341,-0.606,0.719,0.793,8.484,-2.075
0.324,-0.606,0.775,1.831,11.658,-2.319
0.317,-0.589,0.811,3.845,12.085,-2.563
0.332,-0.563,0.822,5.005,10.498,-2.380
0.343,-0.537,0.839,4.761,7.385,-2.197
0.349,-0.519,0.851,4.211,3.967,-1.282

0.873,-0.682,0.990,145.813,-37.354,-103.210
0.887,-0.635,0.996,155.212,-40.100,-118.408
0.855,-0.599,0.992,162.964,-42.603,-130.310
0.841,-0.568,0.976,169.373,-44.800,-134.521
0.800,-0.616,0.945,173.157,-46.753,-131.470
0.761,-0.622,0.903,169.678,-47.607,-141.357
0.732,-0.565,0.864,165.771,-50.720,-148.621
0.671,-0.520,0.844,167.908,-56.824,-152.039
0.647,-0.492,0.795,167.908,-61.218,-156.189
0.635,-0.469,0.727,163.391,-62.012,-161.011
0.614,-0.456,0.689,159.241,-63.171,-165.283
0.598,-0.454,0.656,155.762,-62.561,-168.396
0.571,-0.471,0.598,151.062,-57.800,-172.302
0.540,-0.487,0.569,147.827,-52.734,-177.124
0.491,-0.478,0.530,145.630,-49.438,-181.519
0.458,-0.468,0.517,144.409,-47.241,-183.655
0.386,-0.465,0.494,145.142,-50.293,-186.829
0.347,-0.473,0.464,143.372,-54.993,-190.735
0.297,-0.504,0.425,138.794,-59.387,-195.496
0.258,-0.535,0.381,131.348,-62.378,-202.087
0.224,-0.560,0.330,122.192,-63.599,-209.106
0.181,-0.569,0.298,116.394,-65.674,-216.003
0.149,-0.567,0.282,116.638,-68.787,-222.107
0.114,-0.550,0.267,120.361,-71.167,-228.821
0.065,-0.517,0.263,126.038,-73.120,-234.802
0.013,-0.482,0.255,133.606,-75.439,-240.234
-0.039,-0.448,0.241,141.663,-79.102,-246.887
-0.085,-0.401,0.225,147.095,-84.778,-253.662
-0.129,-0.374,0.219,152.161,-91.980,-260.376
-0.184,-0.339,0.180,156.311,-100.769,-266.052
-0.226,-0.329,0.116,157.837,-111.633,-271.729
-0.244,-0.303,0.043,158.630,-123.352,-279.724
-0.243,-0.264,-0.012,159.607,-134.155,-288.391
-0.249,-0.219,-0.068,160.950,-142.090,-295.715
-0.250,-0.168,-0.133,161.072,-147.278,-302.856
-0.240,-0.126,-0.208,161.621,-149.109,-310.181
-0.236,-0.058,-0.260,163.208,-146.362,-316.345
-0.267,0.039,-0.272,168.152,-138.306,-317.566
-0.340,0.148,-0.272,172.363,-127.869,-315.125
-0.415,0.261,-0.279,175.049,-118.225,-313.354
-0.517,0.411,-0.264,178.284,-115.723,-311.523
-0.623,0.535,-0.258,181.152,-122.986,-305.359
-0.681,0.620,-0.293,182.007,-134.033,-298.706
-0.681,0.692,-0.374,183.228,-142.700,-291.382
-0.722,0.710,-0.451,180.969,-147.156,-283.325
-0.675,0.809,-0.521,173.462,-140.869,-260.681
-0.681,0.793,-0.566,187.439,-120.789,-237.305
-0.661,0.778,-0.601,212.463,-93.201,-219.604
-0.644,0.761,-0.609,234.070,-60.486,-200.806
-0.635,0.760,-0.572,241.577,-33.508,-187.561
-0.621,0.812,-0.515,232.483,-22.400,-181.763
-0.609,0.861,-0.474,212.891,-27.771,-180.786
-0.605,0.890,-0.484,185.547,-38.025,-183.899
-0.614,0.896,-0.534,160.828,-48.157,-185.242
-0.602,0.912,-0.557,148.499,-51.819,-183.167
-0.613,0.946,-0.567,145.325,-43.701,-177.368
-0.650,0.976,-0.553,147.400,-26.367,-166.748
-0.670,1.014,-0.506,152.588,-6.592,-153.809
-0.676,1.039,-0.454,156.677,11.536,-142.029
-0.670,1.050,-0.416,155.823,24.963,-135.376
-0.660,1.072,-0.375,150.330,30.334,-135.498
-0.656,1.103,-0.322,144.531,27.283,-140.686
-0.638,1.154,-0.288,137.512,19.775,-146.423
-0.653,1.188,-0.278,130.554,12.817,-147.156
-0.682,1.205,-0.292,126.587,9.338,-142.578
-0.714,1.244,-0.313,125.000,10.071,-133.362
-0.724,1.257,-0.303,126.099,12.817,-121.826
-0.734,1.294,-0.311,124.451,16.113,-109.680
-0.737,1.283,-0.307,121.033,18.860,-97.473
-0.742,1.278,-0.304,115.906,20.325,-84.717
-0.738,1.258,-0.297,108.704,18.738,-72.144
-0.724,1.232,-0.304,100.403,16.113,-62.317
-0.706,1.200,-0.316,93.018,15.076,-56.091
-0.694,1.180,-0.310,88.745,16.357,-52.979
-0.684,1.178,-0.295,87.158,18.433,-51.025
-0.686,1.180,-0.290,86.121,19.897,-50.171
-0.689,1.191,-0.288,83.496,20.325,-49.377
-0.700,1.211,-0.292,78.247,19.348,-48.706
-0.775,1.311,-0.323,68.481,17.029,-50.720
-0.857,1.466,-0.353,53.772,10.742,-53.467
-1.047,1.706,-0.404,35.889,2.014,-51.697
-1.287,1.955,-0.431,15.259,-13.306,-49.255
-1.272,1.979,-0.356,-2.502,-32.959,-40.771
-1.076,1.828,-0.261,-11.780,-33.203,-10.315
-0.831,1.535,-0.197,-6.653,-10.498,31.189
-0.704,1.194,-0.254,3.052,20.386,65.369
-0.628,0.932,-0.271,11.780,37.842,77.515
-0.553,0.770,-0.225,17.212,38.879,68.359
-0.533,0.664,-0.172,11.902,35.645,49.072
-0.499,0.608,-0.142,1.038,28.931,28.320
-0.466,0.587,-0.122,-10.986,21.179,9.766
-0.473,0.581,-0.057,-22.156,14.404,-3.967
-0.496,0.598,0.023,-25.696,12.024,-8.545
-0.518,0.606,0.088,-22.461,11.169,-4.761
-0.537,0.596,0.137,-14.160,10.986,0.061
-0.527,0.598,0.153,-2.808,11.047,4.944
-0.519,0.603,0.135,6.775,8.484,7.263
-0.510,0.640,0.071,10.864,3.723,5.310
-0.494,0.672,0.006,9.399,-2.441,-1.099
-0.492,0.708,-0.031,7.019,-8.484,-8.057
-0.493,0.758,-0.070,5.676,-11.292,-13.794
-0.506,0.819,-0.116,4.089,-10.437,-16.724
-0.533,0.881,-0.162,2.197,-8.057,-15.991
-0.561,0.936,-0.196,-0.488,-6.714,-13.977
-0.576,0.968,-0.212,-3.784,-5.554,-11.536
-0.585,0.983,-0.210,-7.141,-3.235,-7.629
-0.596,0.986,-0.193,-8.057,-0.427,-1.831
-0.603,0.960,-0.172,-7.202,1.953,5.737
-0.585,0.910,-0.148,-5.066,4.456,11.963
-0.569,0.856,-0.127,-2.075,6.592,15.442
-0.554,0.809,-0.109,1.526,7.446,16.724
-0.549,0.774,-0.096,4.395,6.409,15.259
-0.548,0.747,-0.086,5.615,5.554,12.268
-0.542,0.729,-0.073,5.676,5.188,8.911
-0.537,0.718,-0.059,5.371,4.456,5.615
-0.532,0.719,-0.053,4.700,4.028,1.770
-0.532,0.741,-0.052,3.662,3.052,-1.648
-0.551,0.763,-0.068,0.854,2.075,-4.639
-0.562,0.785,-0.085,-2.075,1.404,-6.653

-1.058,1.590,-0.435,-77.637,-42.480,40.222
-1.132,1.711,-0.522,-114.685,-46.082,70.862
-1.090,1.688,-0.558,-156.677,-45.044,100.159
-1.036,1.583,-0.578,-202.332,-37.903,128.662
-1.094,1.454,-0.581,-236.755,-29.724,151.245
-1.231,1.407,-0.650,-253.296,-26.123,159.485
-1.297,1.512,-0.716,-258.972,-25.391,157.959
-1.354,1.569,-0.777,-263.245,-23.621,171.021
-1.397,1.561,-0.805,-271.240,-17.456,191.223
-1.391,1.455,-0.831,-276.917,-6.165,210.754
-1.356,1.337,-0.846,-274.902,9.766,226.929
-1.329,1.233,-0.841,-266.602,26.184,241.638
-1.290,1.122,-0.817,-256.287,41.382,252.930
-1.284,1.002,-0.802,-246.948,54.504,259.033
-1.303,0.935,-0.802,-238.281,62.134,258.362
-1.280,0.919,-0.789,-232.727,63.965,255.676
-1.240,0.865,-0.798,-232.117,66.284,255.981
-1.220,0.844,-0.789,-233.826,71.411,258.728
-1.220,0.812,-0.777,-233.154,76.782,263.733
-1.180,0.760,-0.749,-229.675,81.787,268.127
-1.112,0.704,-0.721,-226.318,87.219,271.179
-1.055,0.655,-0.704,-224.243,94.299,273.621
-0.969,0.583,-0.682,-222.656,101.990,276.367
-0.885,0.496,-0.675,-219.849,112.427,278.320
-0.836,0.431,-0.652,-214.111,123.169,278.687
-0.791,0.378,-0.610,-207.581,130.981,278.748
-0.761,0.323,-0.588,-204.407,136.108,276.978
-0.721,0.278,-0.579,-203.918,136.963,273.010
-0.630,0.248,-0.581,-204.102,135.681,267.883
-0.519,0.226,-0.567,-206.421,139.160,263.184
-0.457,0.216,-0.562,-209.656,147.583,260.376
-0.393,0.160,-0.513,-209.106,155.762,259.216
-0.331,0.111,-0.461,-204.407,161.316,255.554
-0.262,0.081,-0.417,-200.073,163.147,249.695
-0.185,0.067,-0.421,-198.364,163.391,243.042
-0.121,0.054,-0.435,-199.707,164.734,235.474
-0.053,0.051,-0.399,-200.439,167.908,228.027
-0.032,0.067,-0.404,-201.050,173.157,221.130
-0.016,0.099,-0.430,-198.303,178.406,216.553
0.008,0.114,-0.437,-195.068,182.922,213.684
0.003,0.124,-0.421,-196.228,184.509,210.022
-0.031,0.141,-0.405,-201.111,181.213,207.458
-0.001,0.152,-0.410,-206.909,174.316,206.970
0.051,0.154,-0.410,-209.778,168.823,207.397
0.092,0.147,-0.411,-212.891,167.786,209.473
0.123,0.160,-0.401,-216.919,170.654,211.487
0.142,0.166,-0.369,-220.703,174.988,212.341
0.188,0.172,-0.325,-222.534,179.016,212.097
0.223,0.175,-0.263,-224.670,183.472,210.144
0.253,0.193,-0.187,-222.595,188.416,208.008
0.300,0.237,-0.133,-218.201,193.420,206.543
0.368,0.322,-0.073,-215.881,195.374,205.933
0.443,0.422,0.023,-215.759,192.505,206.116
0.545,0.504,0.154,-214.294,187.073,208.801
0.689,0.535,0.283,-208.801,179.626,215.759
0.862,0.513,0.438,-202.759,168.091,221.069
1.071,0.494,0.646,-203.003,148.437,217.590
1.262,0.528,0.834,-190.247,128.235,218.262
1.397,0.255,1.061,-168.640,114.624,217.163
1.638,0.152,1.281,-153.809,100.830,206.665
1.696,-0.094,1.498,-140.808,84.351,193.848
1.732,-0.154,1.613,-133.789,54.504,160.156
1.694,-0.126,1.522,-110.291,39.185,145.264
1.644,-0.089,1.418,-83.496,33.752,137.939
1.609,-0.049,1.405,-63.965,24.902,121.094
1.510,-0.042,1.467,-61.890,6.592,95.764
1.412,-0.042,1.498,-60.486,-13.550,73.425
1.294,-0.060,1.465,-47.180,-26.794,56.091
1.192,-0.086,1.414,-30.457,-31.982,43.274
1.052,-0.125,1.360,-16.968,-34.912,29.663
0.885,-0.161,1.311,-8.179,-37.354,15.442
0.722,-0.190,1.261,-2.380,-38.757,4.089
0.580,-0.196,1.206,1.343,-37.048,-3.845
0.469,-0.203,1.101,2.808,-31.494,-9.277
0.377,-0.163,1.025,8.484,-26.855,-10.376
0.302,-0.141,0.979,12.329,-23.132,-8.423
0.242,-0.165,0.965,12.573,-19.531,-5.859
0.220,-0.209,0.963,12.573,-18.066,-2.563
0.232,-0.247,0.945,12.024,-18.433,0.305
0.255,-0.292,0.939,12.390,-19.531,3.479
0.322,-0.339,0.934,13.733,-20.325,6.287
0.398,-0.373,0.935,13.977,-19.897,7.141
0.475,-0.393,0.935,13.184,-17.456,5.005
0.532,-0.413,0.957,13.550,-12.573,1.709
0.569,-0.412,0.978,14.343,-5.432,-1.831
0.575,-0.387,0.999,16.052,1.160,-5.981
0.561,-0.357,1.003,16.479,3.540,-11.108
0.533,-0.339,1.033,17.944,1.770,-15.564
0.505,-0.337,1.067,19.714,-2.075,-19.836
0.473,-0.332,1.087,22.095,-7.202,-23.315
0.451,-0.314,1.097,25.635,-13.306,-26.062
0.432,-0.286,1.091,28.809,-18.372,-29.114
0.424,-0.251,1.072,32.166,-21.179,-30.884
0.432,-0.232,1.048,35.950,-22.278,-32.654
0.441,-0.237,1.016,38.879,-21.484,-33.752
0.460,-0.263,0.998,42.297,-19.531,-35.522
0.476,-0.284,0.998,46.814,-17.700,-38.696
0.500,-0.299,1.000,52.063,-17.090,-42.419
0.530,-0.325,1.006,58.777,-17.761,-46.265
0.561,-0.362,1.030,67.322,-20.447,-52.002
0.593,-0.385,1.062,79.407,-24.475,-57.434
0.614,-0.408,1.083,93.567,-31.372,-64.270
0.629,-0.419,1.097,108.337,-40.161,-72.632
0.638,-0.465,1.092,122.375,-50.049,-84.106
0.655,-0.445,1.069,136.230,-60.425,-95.886
0.650,-0.430,1.042,149.292,-68.848,-106.873
0.626,-0.404,1.013,160.889,-75.012,-115.967
0.600,-0.372,0.964,168.701,-78.735,-122.559
0.567,-0.368,0.919,173.279,-80.078,-129.272
0.521,-0.342,0.879,174.255,-80.444,-134.460
0.471,-0.346,0.838,174.011,-78.674,-138.184
0.423,-0.365,0.808,174.805,-76.111,-143.250
0.381,-0.398,0.774,173.218,-72.693,-148.682
0.332,-0.443,0.735,170.654,-69.885,-155.212
0.268,-0.465,0.688,169.800,-69.885,-160.278
0.205,-0.470,0.652,171.936,-73.303,-163.330
0.158,-0.479,0.613,175.110,-76.721,-166.260
0.105,-0.500,0.576,178.589,-78.857,-168.579
0.065,-0.517,0.543,179.993,-79.285,-170.105

-0.738,1.653,-0.396,123.230,15.442,-173.889
-0.757,1.699,-0.454,116.760,15.930,-165.039
-0.750,1.730,-0.511,113.220,20.020,-153.748
-0.740,1.751,-0.553,109.924,26.733,-138.977
-0.757,1.767,-0.578,104.248,34.058,-120.605
-0.788,1.774,-0.579,95.093,39.734,-100.342
-0.833,1.802,-0.573,81.726,44.067,-78.308
-0.929,1.856,-0.530,68.054,44.617,-54.688
-1.146,2.048,-0.417,55.420,36.377,-33.325
-1.284,2.082,-0.265,40.466,18.066,-19.165
-1.171,1.958,-0.138,24.231,2.502,3.662
-1.004,1.682,-0.036,21.301,0.977,41.565
-0.800,1.346,-0.009,28.381,14.465,82.520
-0.691,1.005,-0.072,29.541,32.227,111.328
-0.589,0.749,-0.129,24.475,39.978,116.943
-0.495,0.573,-0.108,18.005,36.255,100.403
-0.457,0.470,-0.066,3.357,30.762,69.946
-0.454,0.427,0.016,-12.878,26.062,34.241
-0.462,0.466,0.121,-18.921,21.667,2.136
-0.507,0.561,0.219,-15.442,19.897,-21.362
-0.577,0.668,0.283,-6.714,19.043,-35.217
-0.627,0.792,0.320,3.845,15.686,-39.063
-0.666,0.901,0.310,11.963,7.385,-34.241
-0.665,0.934,0.262,14.160,-2.991,-24.719
-0.611,0.926,0.176,11.108,-11.475,-15.259
-0.545,0.901,0.080,6.165,-16.479,-8.362
-0.494,0.868,0.022,1.221,-17.578,-4.150
-0.457,0.840,-0.020,-2.563,-14.282,-1.892
-0.434,0.817,-0.044,-4.456,-8.240,-0.122
-0.425,0.799,-0.052,-4.883,-2.319,1.343
-0.426,0.795,-0.038,-3.906,2.869,3.296
-0.430,0.804,-0.028,-3.296,6.958,4.333
-0.443,0.816,-0.013,-2.563,9.155,4.639
-0.458,0.831,0.002,-1.831,8.972,4.395
-0.478,0.845,0.007,-1.770,6.775,4.517
-0.494,0.852,0.007,-1.526,4.333,5.005
-0.504,0.861,0.001,-0.793,2.686,5.859
-0.504,0.868,-0.004,0.671,1.892,6.958
-0.511,0.865,-0.026,1.099,1.648,8.118
-0.513,0.852,-0.047,1.343,1.709,8.362
-0.511,0.845,-0.056,2.075,1.953,8.240
-0.515,0.835,-0.047,3.235,3.723,7.874
-0.521,0.834,-0.026,5.005,6.470,7.507
-0.530,0.834,0.005,7.141,8.423,6.714
-0.537,0.833,0.032,7.874,9.338,5.798
-0.547,0.828,0.052,8.301,9.155,4.822
-0.543,0.824,0.072,8.972,8.606,3.784
-0.538,0.819,0.091,8.911,7.446,2.747
-0.534,0.821,0.094,8.118,4.700,1.831
-0.526,0.821,0.078,6.348,1.160,1.038
-0.517,0.818,0.057,3.723,-1.892,-0.549
-0.512,0.817,0.035,1.709,-2.930,-1.770
-0.508,0.821,0.029,0.610,-1.831,-1.831
-0.500,0.822,0.024,-1.648,0.305,-0.854
-0.503,0.818,0.025,-4.272,1.465,0.183
-0.500,0.818,0.028,-6.287,0.183,0.671
-0.500,0.820,0.025,-7.935,-1.465,-0.427
-0.499,0.834,0.010,-7.812,-2.441,-1.587
-0.501,0.847,-0.004,-6.287,-2.808,-2.502
-0.510,0.855,-0.008,-4.211,-2.747,-2.869
-0.515,0.857,-0.014,-1.770,-1.892,-2.319
-0.511,0.852,-0.016,0.671,-1.343,0.000
-0.505,0.845,-0.019,2.380,-1.099,1.343
-0.499,0.843,-0.026,3.357,-0.488,1.343
-0.497,0.845,-0.030,4.517,0.244,1.038
-0.494,0.853,-0.030,5.310,1.526,0.977
-0.501,0.863,-0.029,4.456,3.723,1.221
-0.511,0.860,-0.024,3.357,4.822,2.563
-0.511,0.844,-0.005,1.770,4.028,2.991
-0.513,0.833,0.009,0.244,3.052,1.892
-0.522,0.832,0.020,0.549,2.808,1.160
-0.522,0.841,0.024,1.831,3.296,0.793
-0.523,0.845,0.017,2.380,3.479,0.793
-0.521,0.839,0.011,1.770,3.235,1.404
-0.511,0.832,0.011,1.282,2.869,1.831
-0.506,0.831,0.013,1.038,2.808,1.343
-0.507,0.840,0.019,1.465,2.380,0.916
-0.512,0.850,0.025,1.221,0.916,0.671
-0.512,0.848,0.016,-0.305,-0.854,0.854
-0.511,0.846,0.010,-1.465,-1.709,0.427
-0.504,0.845,0.007,-1.221,-1.770,0.671
-0.506,0.843,-0.004,-0.793,-0.854,1.099
-0.507,0.840,-0.015,-0.671,1.221,1.953
-0.508,0.834,-0.012,0.061,3.174,2.625
-0.508,0.828,-0.008,1.099,4.456,3.479
-0.511,0.820,0.000,2.136,5.615,4.211
-0.513,0.819,0.009,3.601,7.141,4.456
-0.517,0.819,0.021,4.822,8.118,4.944
-0.528,0.815,0.033,4.822,7.996,5.127
-0.536,0.809,0.044,4.089,6.897,4.517
-0.536,0.802,0.059,3.357,5.371,4.028
-0.537,0.804,0.067,2.991,3.845,3.601
-0.542,0.809,0.061,2.808,2.930,2.747
-0.537,0.813,0.051,2.014,1.404,1.465
-0.531,0.820,0.041,0.488,-0.488,0.061
-0.531,0.824,0.034,-0.916,-1.831,-1.282
-0.526,0.829,0.024,-1.648,-2.319,-1.770
-0.521,0.836,0.017,-1.160,-2.380,-1.770
-0.518,0.845,0.008,-0.488,-1.831,-1.648
-0.517,0.847,-0.003,-0.549,-1.160,-0.305
-0.516,0.842,-0.008,-0.671,-0.427,1.038
-0.513,0.839,-0.002,-0.366,0.793,1.526
-0.520,0.834,0.008,0.427,2.441,1.770
-0.523,0.830,0.014,1.709,3.296,1.953
-0.521,0.827,0.023,1.953,2.930,1.953
-0.523,0.823,0.027,1.404,2.441,1.892
-0.524,0.825,0.027,1.831,2.075,1.648
-0.526,0.831,0.027,2.014,1.160,1.587
-0.528,0.831,0.024,0.977,-0.305,1.221
-0.525,0.833,0.017,-0.549,-1.343,0.427
-0.526,0.830,0.008,-2.014,-1.709,0.366
-0.522,0.829,0.004,-2.258,-1.587,0.488
-0.519,0.827,0.004,-1.831,-0.916,0.427
-0.518,0.825,0.001,-1.526,-0.366,0.671
-0.521,0.828,0.000,-1.282,0.305,0.366
-0.526,0.833,0.002,0.061,0.427,0.366
-0.530,0.829,0.008,0.793,0.244,0.610
-0.530,0.830,0.014,0.793,0.732,0.854
-0.528,0.844,0.019,1.282,0.977,1.709

-0.930,1.387,-0.342,-161.804,-47.241,100.037
-0.965,1.387,-0.416,-185.608,-50.354,111.572
-1.003,1.354,-0.490,-206.482,-49.866,124.023
-1.019,1.306,-0.546,-217.224,-45.227,134.827
-1.024,1.282,-0.583,-220.154,-37.781,144.287
-1.043,1.243,-0.625,-218.262,-28.442,154.236
-1.068,1.206,-0.673,-215.088,-18.921,164.490
-1.080,1.168,-0.714,-212.891,-9.644,172.180
-1.104,1.175,-0.726,-214.050,-0.183,177.490
-1.151,1.163,-0.740,-216.858,8.484,186.829
-1.170,1.118,-0.758,-221.802,17.395,196.533
-1.165,1.070,-0.743,-224.854,24.841,203.796
-1.188,1.060,-0.726,-225.342,28.259,211.914
-1.192,1.014,-0.750,-227.356,28.809,218.628
-1.198,0.997,-0.818,-234.863,31.372,220.520
-1.194,0.982,-0.848,-241.638,35.095,224.121
-1.184,0.962,-0.876,-245.972,40.771,230.408
-1.150,0.924,-0.888,-249.268,48.889,239.685
-1.081,0.853,-0.911,-248.840,60.181,249.023
-0.996,0.769,-0.904,-248.413,72.632,255.737
-0.945,0.689,-0.905,-248.779,84.534,259.583
-0.923,0.633,-0.919,-246.643,95.093,261.292
-0.923,0.641,-0.956,-245.178,101.135,263.000
-0.889,0.652,-1.008,-245.667,104.797,265.442
-0.808,0.661,-1.087,-249.268,112.732,266.907
-0.714,0.660,-1.167,-258.728,126.953,268.921
-0.613,0.610,-1.171,-270.813,148.010,272.095
-0.514,0.546,-1.127,-280.151,173.584,273.987
-0.465,0.519,-1.044,-285.706,200.500,273.376
-0.412,0.514,-0.933,-287.415,224.548,272.095
-0.346,0.511,-0.817,-287.354,245.605,270.752
-0.274,0.499,-0.667,-284.546,262.451,270.203
-0.182,0.460,-0.534,-282.715,274.597,267.334
-0.085,0.435,-0.435,-284.790,283.691,261.841
-0.017,0.410,-0.320,-284.668,291.382,256.287
0.081,0.396,-0.199,-281.128,297.119,251.648
0.172,0.402,-0.095,-274.292,301.453,246.887
0.262,0.372,0.018,-264.465,306.580,244.446
0.337,0.341,0.126,-253.479,310.669,242.371
0.388,0.316,0.208,-244.629,312.378,241.516
0.410,0.297,0.298,-233.398,308.655,242.065
0.428,0.249,0.402,-219.238,298.767,242.920
0.437,0.186,0.490,-205.750,283.447,242.065
0.439,0.145,0.524,-192.993,264.404,238.403
0.443,0.147,0.516,-182.434,242.737,233.398
0.450,0.187,0.493,-174.561,220.276,228.577
0.443,0.222,0.464,-169.128,197.876,224.548
0.469,0.265,0.427,-162.292,179.871,223.022
0.515,0.301,0.377,-157.715,165.833,223.267
0.588,0.320,0.332,-155.945,155.823,224.304
0.652,0.320,0.330,-152.588,147.156,223.206
0.742,0.285,0.365,-144.287,142.273,223.755
0.828,0.218,0.439,-134.155,139.038,222.229
0.942,0.127,0.511,-121.765,137.329,217.407
1.020,0.087,0.578,-111.023,133.301,210.876
1.104,0.047,0.581,-104.858,127.319,203.796
1.179,0.028,0.607,-105.103,115.295,191.772
1.278,0.090,0.635,-111.145,95.398,176.697
1.313,0.083,0.655,-116.943,78.918,167.480
1.448,0.037,0.777,-124.084,59.448,154.541
1.476,-0.004,0.933,-124.451,29.236,135.437
1.539,0.036,0.821,-97.412,11.902,127.563
1.556,0.005,0.687,-70.068,15.686,131.165
1.608,-0.029,0.649,-50.110,22.217,121.765
1.577,-0.084,0.807,-49.011,20.142,96.008
1.482,-0.124,1.009,-53.955,12.817,66.040
1.400,-0.114,1.136,-49.438,11.475,47.302
1.329,-0.072,1.229,-35.706,12.817,35.950
1.230,-0.053,1.317,-26.184,8.057,22.156
1.112,-0.061,1.421,-17.944,-3.906,5.615
0.997,-0.076,1.488,-7.202,-16.296,-8.057
0.887,-0.069,1.502,5.127,-28.748,-17.517
0.796,-0.057,1.444,16.541,-39.673,-24.963
0.699,-0.061,1.328,22.278,-46.265,-32.043
0.593,-0.052,1.252,24.170,-52.307,-36.987
0.484,-0.062,1.151,23.926,-55.481,-37.598
0.390,-0.093,1.020,23.560,-54.382,-34.973
0.312,-0.134,0.908,25.940,-51.636,-29.724
0.251,-0.198,0.815,28.748,-47.058,-25.513
0.220,-0.265,0.735,31.067,-41.321,-23.010
0.205,-0.301,0.681,31.311,-36.255,-20.447
0.195,-0.307,0.635,29.114,-31.067,-16.663
0.177,-0.307,0.615,25.818,-24.902,-12.268
0.181,-0.301,0.609,20.996,-18.677,-8.057
0.205,-0.303,0.649,15.137,-12.939,-4.578
0.220,-0.339,0.709,9.338,-7.019,-2.441
0.242,-0.357,0.775,6.775,-1.038,-0.793
0.267,-0.346,0.833,6.592,3.296,-0.305
0.303,-0.307,0.885,7.385,5.859,-1.038
0.327,-0.277,0.929,8.362,7.202,-0.793
0.358,-0.251,0.962,9.277,7.446,0.183
0.390,-0.221,0.981,9.094,5.188,1.526
0.413,-0.219,0.984,7.690,0.854,3.052
0.445,-0.235,0.962,6.287,-3.113,4.150
0.483,-0.262,0.942,6.714,-5.249,3.845
0.512,-0.291,0.927,7.690,-5.066,1.892
0.513,-0.317,0.929,9.827,-3.906,-1.648
0.507,-0.316,0.938,13.550,-2.319,-5.554
0.500,-0.299,0.944,17.578,-1.221,-9.216
0.471,-0.287,0.955,21.179,-0.977,-13.062
0.453,-0.251,0.940,24.292,-1.892,-15.869
0.433,-0.216,0.915,24.719,-3.784,-17.334
0.424,-0.211,0.894,23.987,-6.165,-16.968
0.445,-0.240,0.877,23.987,-7.935,-16.052
0.479,-0.286,0.867,25.818,-9.399,-16.602
0.514,-0.324,0.878,29.602,-10.437,-19.409
0.547,-0.349,0.884,34.851,-9.521,-23.743
0.581,-0.360,0.897,42.297,-8.728,-28.748
0.617,-0.369,0.898,50.659,-8.972,-35.339
0.666,-0.360,0.918,60.425,-11.414,-43.823
0.715,-0.362,0.940,72.632,-14.160,-53.162
0.775,-0.389,0.983,86.243,-17.029,-61.340
0.864,-0.392,1.024,99.426,-20.630,-70.984
0.938,-0.386,1.057,106.750,-22.888,-81.177
0.996,-0.397,1.098,113.403,-23.804,-93.506
1.038,-0.417,1.122,118.652,-24.963,-107.544
1.057,-0.444,1.117,123.352,-26.855,-124.390
1.062,-0.480,1.102,129.028,-29.785,-143.188
1.058,-0.521,1.081,135.925,-32.227,-163.330

0.982,-0.579,1.031,150.024,-34.546,-200.073
0.928,-0.600,1.002,160.034,-37.415,-216.858
0.893,-0.567,0.970,168.396,-42.114,-232.544
0.866,-0.523,0.940,175.293,-49.988,-243.896
0.770,-0.429,0.928,181.030,-61.707,-249.329
0.652,-0.368,0.915,185.974,-75.806,-248.108
0.569,-0.347,0.875,188.782,-87.585,-251.038
0.505,-0.328,0.826,190.552,-99.182,-257.263
0.483,-0.367,0.785,194.031,-109.375,-264.038
